Geographic Area,City,Median Income
MA,Winthrop Town city,61919
AK,Kodiak Station ,61923
MA,East Dennis ,61923
DE,Bear ,61924
KY,Plantation city,61932
PA,Bryn Mawr ,61932
WV,Bruno ,61935
IL,Cornland ,61944
TX,Holliday city,61944
LA,Start ,61953
TX,Bedford city,61961
TX,Lumberton city,61963
MD,Glen Burnie ,61966
AK,Willow ,61970
NJ,Lavallette borough,61989
CO,Telluride town,62000
GA,Clermont town,62000
IL,Burlington village,62000
IN,Haubstadt town,62000
MO,Windsor Place village,62000
OK,Gregory ,62000
PA,Fawn Grove borough,62000
OH,Brunswick city,62015
NH,Wolfeboro ,62019
NJ,Red Bank borough,62028
KY,Mount Washington city,62030
OH,Vaughnsville ,62031
CA,Arroyo Grande city,62032
WA,Town and Country ,62035
OR,Netarts ,62045
OR,Tigard city,62048
CA,Lake Arrowhead ,62050
NC,Lake Junaluska ,62054
AL,East Point ,62059
NC,Mills River town,62059
IL,Brimfield village,62067
CA,Rio Vista city,62079
GA,Appling ,62083
KS,Parkerfield city,62083
MN,Mazeppa city,62083
MO,St. Thomas town,62083
NJ,Belmar borough,62083
OK,Friendship town,62083
PA,Pocono Springs ,62083
WA,North Fort Lewis ,62083
CA,Duarte city,62089
PA,Walnutport borough,62091
MD,Robinwood ,62100
MD,Rossville ,62108
OH,Centerville city,62117
GA,Robins AFB ,62125
OK,Rose ,62125
PA,Fawn Lake Forest ,62125
WV,Big Creek ,62125
WI,Glendale city,62127
PA,Wayne Heights ,62131
IL,Mazon village,62143
OH,Northgate ,62163
OR,Bayside Gardens ,62163
CA,Santa Cruz city,62164
IL,Verona village,62188
IN,Heritage Lake ,62188
MA,East Brookfield ,62188
NC,Montreat town,62188
OR,Athena city,62188
SD,Lake Poinsett ,62188
GA,Rincon town,62203
GA,North Decatur ,62205
MN,White Bear Lake city,62205
CA,Vine Hill ,62208
CO,Longmont city,62208
NC,Chapel Hill town,62208
IL,Breese city,62210
MI,Walloon Lake ,62212
PA,Aldan borough,62212
WA,Amboy ,62212
AR,Rose Bud town,62222
LA,Martin village,62222
NY,Cooperstown village,62222
FL,Jacksonville Beach city,62229
IA,Alton city,62232
AK,Kenai city,62236
NJ,Collings Lakes ,62237
VA,Pantops ,62243
IL,Bismarck village,62250
IL,Reddick village,62250
MN,Mahtowa ,62250
ND,Gladstone city,62250
PA,Callery borough,62250
PA,Eddington ,62250
PA,Patterson Heights borough,62250
IL,Bloomington city,62254
IL,Maple Park village,62261
MI,Farmington city,62261
NJ,Bound Brook borough,62263
FL,Carrollwood ,62266
CA,Lathrop city,62267
WI,Hudson city,62273
VA,Lake Caroline ,62277
IL,Boulder Hill ,62281
CO,Louviers ,62292
SD,Alexandria city,62292
WV,Shrewsbury ,62292
OH,Mogadore village,62298
IL,Rolling Meadows city,62299
IN,Waldron ,62321
MI,Michiana village,62321
MN,Freeport city,62321
MN,Big Lake city,62324
WI,Potter Lake ,62330
NY,Rhinecliff ,62331
NC,Emerald Isle town,62331
UT,Providence city,62335
MI,Pearl Beach ,62340
UT,Pleasant Grove city,62343
OR,Mehama ,62344
IL,Midlothian village,62351
UT,Roosevelt city,62351
CA,Spring Valley  (San Diego County),62356
CA,El Rio ,62361
VT,Barnet ,62361
LA,River Ridge ,62362
GA,Smyrna city,62363
CA,Manteca city,62364
NM,Los Ranchos de Albuquerque village,62367
CO,Georgetown town,62375
KY,Houston Acres city,62375
SD,Meadow View Addition ,62375
TN,Coopertown town,62375
CA,Myrtletown ,62385
NY,Saugerties South ,62386
WI,Bristol village,62386
FL,Key Colony Beach city,62390
NY,Fairmount ,62396
IN,Lowell town,62403
CA,Loma Rica ,62404
TX,Glenn Heights city,62404
VA,Twin Lakes ,62404
MA,West Yarmouth ,62413
OH,Metamora village,62422
WA,Woodland city,62430
NC,Horse Shoe ,62448
OR,Garden Home-Whitford ,62449
PA,Elim ,62467
CT,Terryville ,62469
TX,Converse city,62481
CA,Wildomar city,62489
AL,St. Florian town,62500
IL,Cedar Point village,62500
IL,Deer Creek village,62500
IL,Essex village,62500
IA,Cromwell city,62500
IA,Princeton city,62500
KY,Pippa Passes city,62500
MD,Preston town,62500
MN,Doran city,62500
NE,Panama village,62500
NE,Thayer village,62500
NC,Lake Santeetlah town,62500
OH,Graysville village,62500
PA,Fernville ,62500
PA,Westmont borough,62500
TX,Tolar city,62500
VA,Yorkshire ,62500
WY,Baggs town,62500
CA,Sonoma city,62516
MN,Maplewood city,62527
OR,Columbia City city,62535
AZ,Pine ,62550
OH,Norton city,62551
KY,Russell city,62560
WA,Grapeview ,62560
TX,Portland city,62561
OH,Collins ,62566
IA,Orange City city,62568
MA,Rockport ,62574
FL,Wabasso Beach ,62578
WA,Port Orchard city,62587
CA,South Whittier ,62592
IL,Lake Summerset ,62593
UT,Roy city,62598
NY,Mastic Beach village,62602
LA,Walker town,62603
SC,Meggett town,62604
OH,Green city,62605
GA,Richmond Hill city,62607
PA,Denver borough,62614
IL,McHenry city,62625
UT,Clarkston town,62625
NC,Wallburg town,62628
NC,Belville town,62632
IN,Salt Creek Commons ,62644
PA,Imperial ,62645
IL,Manteno village,62656
PA,Troutville borough,62656
NJ,Lake Como borough,62663
CA,Clovis city,62666
OH,Shawnee ,62669
NY,Menands village,62683
OH,Hanover village,62688
LA,Ama ,62689
OH,North Zanesville ,62692
IL,Columbia city,62708
KY,Simpsonville city,62708
MD,Tolchester ,62708
NY,Spencerport village,62708
OK,Westport town,62708
WI,Cambridge village,62708
CA,Ahwahnee ,62715
WI,Juda ,62727
VA,West Point town,62734
NY,Hampton Manor ,62745
NJ,Oak Valley ,62750
PA,Paxtang borough,62750
PA,Wickerham Manor-Fisher ,62750
VA,Yorktown ,62750
WA,Steptoe ,62750
CA,San Leandro city,62761
PA,Sierra View ,62762
TX,Bridge City city,62763
IL,Beecher village,62768
CO,Carbondale town,62770
NJ,Highlands borough,62770
UT,Riverside ,62772
WV,Prichard ,62772
NY,North Ballston Spa ,62778
IA,Mona ,62784
MO,Gower city,62784
NJ,Hammonton town,62798
CA,Pala ,62813
CA,Plumas Eureka ,62813
FL,Brownsdale ,62813
IA,Oyens city,62813
NC,Topsail Beach town,62813
PA,Shiloh ,62813
SD,Pickstown town,62813
TX,Millican town,62813
WI,Gibbsville ,62813
OH,Rocky River city,62828
WI,Port Washington city,62839
OK,Central High town,62841
AZ,Pinetop Country Club ,62850
MN,Norwood Young America city,62850
CA,Los Osos ,62857
OR,Oregon City city,62858
WY,North Rock Springs ,62862
WI,Rochester village,62865
CO,Winter Park town,62875
RI,Bradford ,62888
NH,Henniker ,62889
CO,Cascade-Chipita Park ,62891
AL,Calera city,62893
CA,Lakeside ,62894
CA,Downey city,62897
NY,Chittenango village,62902
FL,Cudjoe Key ,62917
IL,Pleasant Plains village,62917
IL,South Wilmington village,62917
IA,Fostoria city,62917
IA,Minden city,62917
KS,Rosalia ,62917
KY,Robards city,62917
MN,Rollingstone city,62917
ND,Gardner city,62917
TX,Kurten town,62917
NY,Chester village,62929
AK,Kodiak city,62934
MD,Perryville town,62963
IL,Wood Dale city,62964
CT,Old Saybrook Center ,62969
OH,Timberlake village,62969
NJ,South River borough,62972
WI,Sturtevant village,62973
MN,Brooklyn Park city,62974
MN,Hastings city,62976
MS,Olive Branch city,62979
IA,Lynnville city,62981
FL,Pine Level ,62991
NC,Fairfield Harbour ,62998
CT,North Grosvenor Dale ,63000
IL,Ashkum village,63000
MI,Allen Park city,63007
FL,Howey-in-the-Hills town,63021
MN,St. Martin city,63021
NJ,Roselle Park borough,63021
ID,Meridian city,63023
NY,Lake George village,63026
NC,Archer Lodge town,63026
NE,Arlington village,63036
PA,Stillwater borough,63036
WA,Carbonado town,63036
WI,Merrimac village,63036
CA,La Habra city,63037
MA,Smith Mills ,63038
TX,Crowley city,63038
TX,Georgetown city,63041
MD,Aquasco ,63042
NY,Fort Johnson village,63047
FL,Lauderdale-by-the-Sea town,63052
WV,Mineralwells ,63056
CA,Galt city,63065
PA,Susquehanna Trails ,63068
FL,Malabar town,63077
MD,Landover Hills town,63083
IL,Aurora city,63090
WA,Burley ,63100
LA,Slaughter town,63103
NV,Osino ,63103
CT,East Haven ,63120
NV,Henderson city,63120
AL,Fruitdale ,63125
IL,Gridley village,63125
IL,Shipman town,63125
MA,Townsend ,63125
MN,Altura city,63125
MO,Pierpont village,63125
NY,Middleville village,63125
OH,Grand River village,63125
PA,Clarks Summit borough,63125
TX,Nome city,63125
TN,Christiana ,63137
MD,Leonardtown town,63138
CA,Valley Springs ,63155
OR,Donald city,63162
TX,Bullard town,63177
VA,Shawneeland ,63190
MN,Pine Island city,63194
NC,Whitsett town,63214
WV,Hepzibah ,63214
WI,Somerset village,63224
AK,Craig city,63229
TX,Hermleigh ,63229
CT,Clinton ,63240
MA,Brewster ,63245
MO,Battlefield city,63250
NJ,Linden city,63250
WV,Galloway ,63250
CA,Graeagle ,63261
VA,Fishersville ,63268
CA,Lake Wildwood ,63271
ND,Minto city,63281
OH,Loveland Park ,63293
LA,Maurice village,63295
MD,Galesville ,63295
WI,Mount Pleasant village,63295
AL,Pleasant Grove city,63302
WA,Clarkston Heights-Vineland ,63309
MD,Breathedsville ,63310
FL,North Redington Beach town,63315
ME,Yarmouth ,63319
AK,Galena city,63333
NE,Denton village,63333
PA,Avella ,63333
PA,Bechtelsville borough,63333
SD,Rockham town,63333
WV,White Hall town,63333
WI,Powers Lake ,63333
OR,Mount Hood Village ,63348
PA,Media borough,63348
WI,Greendale village,63349
HI,Hawi ,63354
KY,Cold Spring city,63354
OH,Amherst city,63354
PA,Fleetwood borough,63375
MA,North Seekonk ,63376
WA,Puyallup city,63376
GA,Sharpsburg town,63393
MO,Rock Hill city,63393
NY,Bloomville ,63393
VA,Gargatha ,63397
GA,Martinez ,63420
OH,Dillonvale ,63433
MS,Meridian Station ,63438
NC,Bethania town,63438
PA,Green Lane borough,63438
NC,Seven Lakes ,63441
MA,East Falmouth ,63445
IL,Auburn city,63448
FL,Alafaya ,63449
HI,Nanakuli ,63453
IN,Cicero town,63460
VA,Woodlawn  (Fairfax County),63472
FL,Verona Walk ,63482
NY,Flanders ,63482
MN,Montrose city,63485
TN,Ridgetop city,63486
MI,Delton ,63487
VA,Cave Spring ,63487
FL,Avalon ,63500
PA,Conyngham borough,63500
PA,Hatfield borough,63500
TX,Point Comfort city,63500
WI,Fall River village,63512
IL,Berkeley village,63516
CA,Wheatland city,63521
WA,Five Corners ,63521
IA,Bondurant city,63542
MA,West Wareham ,63542
MN,Trosky city,63542
OK,Cimarron City town,63542
OR,Mount Hood ,63542
TN,Munford city,63542
FL,The Crossings ,63547
IN,Americus ,63558
CA,Walker ,63566
IA,Lake Panorama ,63571
NJ,Harmony ,63571
WV,Comfort ,63571
MD,Greenbelt city,63585
WV,Bethlehem village,63587
AL,Dauphin Island town,63594
UT,Sutherland ,63606
CA,Antelope ,63607
HI,Kapaa ,63609
IN,Sellersburg town,63611
ND,Deering city,63611
IL,Trenton city,63621
CA,Ramona ,63623
IL,Bourbonnais village,63624
NJ,Clayton borough,63628
IL,Gardner village,63636
WA,Uniontown town,63636
FL,Lake Sarasota ,63641
MT,Brady ,63641
PA,Drexel Hill ,63642
MN,Burnsville city,63649
NJ,Absecon city,63656
AK,King Cove city,63667
CO,Downieville-Lawson-Dumont ,63672
GA,Hoschton city,63676
MN,Roseville city,63678
MA,Randolph ,63681
OK,Blanchard city,63685
CT,Middletown city,63691
MI,Pinckney village,63693
OH,Munroe Falls city,63697
PA,Richlandtown borough,63707
AL,Harvest ,63708
CA,Las Lomas ,63710
MS,New Hope ,63730
AK,Port Alsworth ,63750
AR,Cammack Village city,63750
CA,Bridgeport ,63750
FL,Wedgefield ,63750
GA,Concord city,63750
GA,Vidette city,63750
ID,Sun Valley city,63750
IL,Dayton ,63750
IL,St. Libory village,63750
IN,Dunlap ,63750
IA,Ellston city,63750
IA,Walker city,63750
KS,Bentley city,63750
KS,Denton city,63750
MI,Ponshewaing ,63750
MN,Minneiska city,63750
MN,West Union city,63750
MO,Glen Echo Park village,63750
NY,Balmville ,63750
ND,Amenia city,63750
ND,Christine city,63750
ND,Sawyer city,63750
OH,Burgoon village,63750
OH,Milan village,63750
OH,North Perry village,63750
PA,Mammoth ,63750
PA,Mont Alto borough,63750
PA,Penn Lake Park borough,63750
SD,Broadland town,63750
SD,Dante town,63750
SD,Dolton town,63750
TN,Oak Grove  (Sumner County),63750
TX,Cresson city,63750
TX,Estelline town,63750
TX,Follett city,63750
TX,Gary City town,63750
TX,Noonday city,63750
TX,Warren City city,63750
UT,Rush Valley town,63750
UT,Stockton town,63750
VA,Nathalie ,63750
WI,Mount Calvary village,63750
MO,Blue Springs city,63753
IN,Crown Point city,63754
TX,North Richland Hills city,63766
NM,White Signal ,63788
NC,Mooresville town,63792
PA,Jenkintown borough,63792
PA,McGovern ,63816
TX,Wyldwood ,63825
MN,Buffalo city,63830
PA,Leola ,63837
WI,Ashippun ,63839
NJ,Ridgefield Park village,63841
HI,Haleiwa ,63844
WA,Walnut Grove ,63863
IL,Catlin village,63864
CA,Grand Terrace city,63871
CA,Sunnyside ,63872
WA,Yacolt town,63889
WI,Park Ridge village,63889
TX,Western Lake ,63894
PA,Park Crest ,63906
PA,Sewickley borough,63906
AL,Moores Mill ,63911
FL,North Palm Beach village,63911
MD,Maugansville ,63913
CA,Cloverdale city,63917
GA,Sandy Springs city,63917
NC,Ocean Isle Beach town,63917
MN,Elysian city,63929
NH,North Haverhill ,63929
GA,Fayetteville city,63931
NY,Cumberland Head ,63933
OH,Fairlawn city,63936
FL,McGregor ,63938
UT,Santaquin city,63938
FL,Cheval ,63944
CO,Minturn town,63947
MI,Lake Isabella village,63947
IL,Millington village,63958
IN,Parkers Settlement ,63958
MD,Ferndale ,63958
ND,Casselton city,63958
NY,Eggertsville ,63964
CA,Anchor Bay ,63967
WA,Summit ,63967
PA,North Wales borough,63970
NJ,Ship Bottom borough,63977
NY,Viola ,63977
WA,Electric City city,63977
PA,Schaefferstown ,63984
PA,Pleasant Hills borough,63991
AK,Toksook Bay city,64000
ID,Dover city,64000
IL,Harristown village,64000
OH,Lake Waynoka ,64000
OH,Etna ,64010
MN,Crosslake city,64012
MN,Bayport city,64013
NJ,Haledon borough,64024
CA,Millville ,64028
ND,Wilton city,64028
NV,Lund ,64034
LA,Hackberry ,64036
NC,Surf City town,64046
VA,Bull Run ,64048
MD,New Windsor town,64063
OK,Hillsdale town,64063
SD,New Witten town,64063
IL,Sycamore city,64080
WA,Arlington city,64086
CO,Bayfield town,64087
CA,Rodeo ,64089
IA,Hinton city,64091
NY,Jamestown West ,64094
MD,Stockton ,64100
PA,Dewart ,64111
SC,Quinby town,64115
NE,Nehawka village,64118
UT,Bountiful city,64123
OH,Gambier village,64125
PA,Aspinwall borough,64125
KY,Fort Thomas city,64146
NJ,Eatontown borough,64149
MA,Quincy city,64155
CO,Marble town,64167
DE,Hartly town,64167
KS,Goddard city,64167
KS,Sedgwick city,64167
KS,Wakefield city,64167
MI,Lake Victoria ,64167
MT,Culbertson town,64167
NC,Wrightsville Beach town,64167
OH,Derby ,64167
PA,Millerstown borough,64167
SC,Modoc ,64167
VA,Chester ,64172
MT,West Glendive ,64180
IA,Blue Grass city,64185
IN,Harlan ,64188
LA,Blanchard town,64189
WI,Saukville village,64190
IL,Channel Lake ,64200
MN,Coon Rapids city,64203
UT,Alta town,64205
WI,Taycheedah ,64213
MN,Eyota city,64214
OK,Sequoyah ,64219
WY,Mountain View town,64219
WI,Lake Hallie village,64222
PA,Fairview ,64231
WY,Kemmerer city,64234
CA,Golden Hills ,64243
FL,Highland City ,64243
NJ,Glassboro borough,64246
WV,Culloden ,64246
MD,Tilghman Island ,64250
NM,Ramah ,64250
NY,Pavilion ,64250
VA,Fincastle town,64250
WA,Liberty Lake city,64270
NJ,Tuckerton borough,64273
WA,Lyman town,64286
WV,Brandonville town,64286
SC,Bluffton town,64287
MA,Foxborough ,64290
NJ,South Amboy city,64293
PA,Towamensing Trails ,64295
AK,Cooper Landing ,64301
VT,Essex Junction village,64303
MD,Boonsboro town,64306
SC,James Island town,64313
PA,Treasure Lake ,64314
PA,Clark borough,64318
CA,Squaw Valley ,64325
CA,Antioch city,64329
NV,Kingsbury ,64347
MA,Pepperell ,64348
CA,Temple City city,64372
CO,Twin Lakes  (Lake County),64375
IN,Spring Lake town,64375
MN,Homer ,64375
MN,Whipholt ,64375
MS,Sumner town,64375
MT,Biddle ,64375
NE,Cedar Creek village,64375
NY,Freeville village,64375
OH,Richfield village,64375
PA,Snydertown borough,64375
SD,Vienna town,64375
TN,Baneberry city,64375
WI,Waubeka ,64375
IL,Evergreen Park village,64385
MD,Temple Hills ,64399
NC,Knightdale town,64399
TX,Watauga city,64401
CO,Dove Valley ,64416
NY,Pleasant Valley ,64423
AL,Vance town,64432
MN,Nisswa city,64435
WA,Canyon Creek ,64435
OH,Mulberry ,64438
NJ,Hackettstown town,64464
NY,Nyack village,64464
PA,Oval ,64464
HI,Haiku-Pauwela ,64467
OH,Bluffton village,64473
CA,South San Gabriel ,64474
NJ,Gibbstown ,64478
WI,Shorewood village,64488
LA,Cameron ,64491
TX,Harker Heights city,64494
RI,Wakefield-Peacedale ,64497
CA,Paradise Park ,64500
MD,Galena town,64500
NJ,Byram Center ,64500
OH,Brookfield Center ,64500
NJ,Manville borough,64514
MD,Fort Meade ,64518
IL,South Beloit city,64525
IA,Marion city,64527
IL,McLean village,64531
MN,Elgin city,64531
WA,South Prairie town,64531
MN,Bloomington city,64540
IA,Huxley city,64549
MN,Rochester city,64554
TN,Cross Plains city,64554
OH,Lyndhurst city,64569
UT,North Logan city,64571
TX,Rancho Viejo town,64575
AK,Wainwright city,64583
MN,Holt city,64583
NE,Davey village,64583
ND,Washburn city,64583
PA,Dauphin borough,64583
WV,Mitchell Heights town,64583
WI,Waterford village,64590
KS,Roeland Park city,64600
NC,Boiling Springs town,64602
CA,West Carson ,64613
TX,Crandall city,64615
NH,Loudon ,64625
IL,Chebanse village,64637
TX,K-Bar Ranch ,64638
IA,Wahpeton city,64643
KS,Meriden city,64643
MO,Wilbur Park village,64643
IL,Willowbrook ,64650
IL,Coal City village,64659
IL,Venetian Village ,64663
WI,Hammond village,64674
PA,Perkasie borough,64685
AK,Tazlina ,64688
IL,Union village,64688
MT,Fort Peck town,64688
NY,Eden ,64688
PA,Goodville ,64688
MD,Frederick city,64700
IL,New Baden village,64702
IL,Lebanon city,64712
IL,Oak Run ,64722
NY,Stillwater village,64722
OR,Waterloo town,64722
CA,West Puente Valley ,64726
NJ,Palisades Park borough,64726
OH,North Royalton city,64745
HI,Kihei ,64747
CA,Fieldbrook ,64750
PA,East Greenville borough,64750
FL,South Patrick Shores ,64760
MO,Crestwood city,64763
NJ,Palmyra borough,64766
WA,Elk Plain ,64769
NY,Hortonville ,64773
MD,Hyattsville city,64786
TX,Benbrook city,64786
AL,Margaret town,64789
AK,McGrath city,64792
IL,Kaneville village,64792
NE,Colon village,64792
NY,Germantown ,64792
NC,Dortches town,64792
UT,Oak City town,64792
WA,Renton city,64802
CA,Covina city,64813
TN,Medina city,64818
SC,Boiling Springs ,64821
CA,Fontana city,64824
CA,Beaumont city,64830
PA,Spry ,64831
IL,Diamond village,64833
MN,New Prague city,64837
OH,Celeryville ,64844
TX,Cove city,64844
WY,Moose Wilson Road ,64844
NC,Fuquay-Varina town,64846
CA,North Fair Oaks ,64851
NV,Ruhenstroth ,64858
MN,Plato city,64861
PA,Forest Hills borough,64861
IL,Danvers village,64868
IL,Argenta village,64875
NV,Cold Springs ,64883
IA,McCausland city,64896
MN,Foreston city,64896
MN,Warsaw ,64896
UT,Benjamin ,64896
MA,Oxford ,64914
UT,Paradise town,64931
CA,Interlaken ,64938
CO,Woodland Park city,64945
OK,Bethel Acres town,64948
NC,Hampstead ,64963
KS,Spring Hill city,64973
MD,White Oak ,64973
WA,Waller ,64985
AL,Stockton ,65000
FL,Melbourne Village town,65000
FL,Satellite Beach city,65000
IL,Fox Lake Hills ,65000
LA,Bryceland village,65000
LA,Downsville village,65000
MN,Perley city,65000
MN,St. Anthony city (Stearns County),65000
ND,Mooreton city,65000
